# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 03 16:56:31 CET 2020 [seed=1604418990202]
# TreeTime_26102020.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NY.other	location.rates.other.NY	location.indicators.NY.other	location.indicators.other.NY	location.nonZeroRates	location.branchRates	location.treeLikelihood
297000	-1808.179997784422	-263.8973543643653	-1544.2826434200567	2.1660162198059014	2.1660162198059085	2.1314164646368896	0.45938537116558775	1.0	1.0	2.0	0.0	-1544.2826434200567
298000	-1807.1275402404435	-280.2390519465168	-1526.8884882939267	2.3163903453493435	2.316390345349346	0.6304106847382159	0.14528387882978075	1.0	1.0	2.0	0.0	-1526.8884882939267
299000	-1810.2855346687456	-277.2552250991144	-1533.0303095696313	2.276124082261739	2.2761240822617497	2.184191176167031	0.4693761050965041	1.0	1.0	2.0	0.0	-1533.0303095696313
300000	-1807.066080779203	-253.30274339587828	-1553.7633373833248	2.08968919117135	2.0896891911713493	0.9706392030423715	0.24250098673400314	1.0	1.0	2.0	0.0	-1553.7633373833248
301000	-1808.4816545692793	-266.2679368138329	-1542.2137177554464	2.1817131512885477	2.181713151288563	2.4967040364571114	0.5692594945833065	1.0	1.0	2.0	0.0	-1542.2137177554464
302000	-1807.509703888598	-246.62883022971593	-1560.8808736588821	2.0298802108911795	2.0298802108911906	1.368286899280444	0.3936993640978703	1.0	1.0	2.0	0.0	-1560.8808736588821
303000	-1807.9934947210356	-246.5144585211276	-1561.479036199908	2.027755336287377	2.0277553362873766	1.551118546467731	0.3531117592222182	1.0	1.0	2.0	0.0	-1561.479036199908
304000	-1810.1178259362089	-241.21911642001172	-1568.8987095161972	1.9704685693616715	1.9704685693616737	2.756538298530415	0.7709391462200998	1.0	1.0	2.0	0.0	-1568.8987095161972
305000	-1807.5098895330016	-245.37480978423375	-1562.1350797487678	2.019044414173884	2.0190444141739037	1.4024767789799435	0.41410665207731595	1.0	1.0	2.0	0.0	-1562.1350797487678
306000	-1807.4800676870282	-268.50497602886117	-1538.975091658167	2.207341258365371	2.2073412583653784	1.763655496938251	0.44478220296295873	1.0	1.0	2.0	0.0	-1538.975091658167
307000	-1809.4346791936616	-276.34259307780417	-1533.0920861158575	2.261634587153917	2.2616345871539134	2.754460369538069	0.735956883767786	1.0	1.0	2.0	0.0	-1533.0920861158575
308000	-1809.185355001828	-276.3920900496127	-1532.7932649522152	2.2831033307609623	2.2831033307609685	0.7236270504110166	0.22412815992949287	1.0	1.0	2.0	0.0	-1532.7932649522152
309000	-1807.844528573758	-284.9409143423095	-1522.9036142314485	2.353408423537717	2.3534084235377266	0.8132214377808907	0.19495128603483133	1.0	1.0	2.0	0.0	-1522.9036142314485
310000	-1808.0513073047541	-241.33373879251337	-1566.7175685122409	1.9832425790641015	1.9832425790641122	1.6636260793715079	0.43570601780683266	1.0	1.0	2.0	0.0	-1566.7175685122409
311000	-1806.199259910203	-262.79849339848164	-1543.4007665117213	2.1668519548911376	2.16685195489114	1.1133459055215187	0.27767842772954765	1.0	1.0	2.0	0.0	-1543.4007665117213
312000	-1808.2854343343392	-250.3254005038357	-1557.9600338305036	2.0613152802708172	2.061315280270823	1.3656317848666826	0.2966540437525678	1.0	1.0	2.0	0.0	-1557.9600338305036
313000	-1806.6510260022842	-260.62413016099686	-1546.0268958412873	2.1441757361705247	2.144175736170536	1.5529713381486785	0.4019111122928893	1.0	1.0	2.0	0.0	-1546.0268958412873
314000	-1808.314622729321	-237.12660585670358	-1571.1880168726175	1.9549560958934402	1.9549560958934513	1.0087252543526943	0.29977273657472114	1.0	1.0	2.0	0.0	-1571.1880168726175
315000	-1805.509777423946	-254.10615534417883	-1551.403622079767	2.1039191180756567	2.103919118075675	0.24198038884398979	0.056173034535789625	1.0	1.0	2.0	0.0	-1551.403622079767
316000	-1811.604293178263	-277.0646807965727	-1534.5396123816904	2.247243170313252	2.2472431703132596	4.78035550121928	1.1698096709446513	1.0	1.0	2.0	0.0	-1534.5396123816904
317000	-1808.5695881064948	-244.5589856204164	-1564.0106024860784	2.0070554570361847	2.007055457036185	1.873670776605177	0.5749877820609872	1.0	1.0	2.0	0.0	-1564.0106024860784
318000	-1806.708305722408	-261.23536785318026	-1545.472937869228	2.152159557497102	2.152159557497115	1.259312631020141	0.3427308464279334	1.0	1.0	2.0	0.0	-1545.472937869228
319000	-1809.1278515047413	-274.0227644953404	-1535.105087009401	2.2381514290666797	2.2381514290666846	3.17904578416767	0.8269760828534558	1.0	1.0	2.0	0.0	-1535.105087009401
320000	-1806.9596636241895	-255.42409558529664	-1551.535568038893	2.0977693778227375	2.0977693778227393	1.8822412007585245	0.4764891351842842	1.0	1.0	2.0	0.0	-1551.535568038893
321000	-1808.6947771291548	-236.16745754227648	-1572.5273195868783	1.9414606532719807	1.9414606532719747	1.5351717007413066	0.4441261987243866	1.0	1.0	2.0	0.0	-1572.5273195868783
322000	-1812.4889823367507	-250.43264598141698	-1562.0563363553338	2.022097739248029	2.022097739248038	5.0049712607158146	1.500702921895782	1.0	1.0	2.0	0.0	-1562.0563363553338
323000	-1809.7948244763224	-261.1221949267481	-1548.6726295495744	2.1345320325433774	2.13453203254339	2.9734247157906712	0.6440454891751738	1.0	1.0	2.0	0.0	-1548.6726295495744
324000	-1808.6922671576813	-261.8106181206652	-1546.8816490370161	2.1460059111482357	2.1460059111482477	2.2720483500051425	0.648320888917709	1.0	1.0	2.0	0.0	-1546.8816490370161
325000	-1806.5181758285962	-262.66967378087236	-1543.8485020477237	2.1723648578925223	2.172364857892522	0.4929598607611118	0.10355361789500138	1.0	1.0	2.0	0.0	-1543.8485020477237
326000	-1808.45133449661	-248.76150648225695	-1559.689828014353	2.050212175808128	2.050212175808131	1.1449614576268456	0.2942884334778194	1.0	1.0	2.0	0.0	-1559.689828014353
327000	-1806.53614114707	-258.2551191806601	-1548.28102196641	2.126491149563189	2.126491149563184	1.39292155114632	0.3284554939251441	1.0	1.0	2.0	0.0	-1548.28102196641
328000	-1807.3581872293207	-263.56701037261985	-1543.791176856701	2.1637989914359195	2.163798991435918	2.0200810146324626	0.5081115621559883	1.0	1.0	2.0	0.0	-1543.791176856701
329000	-1805.746616883361	-254.44519105813998	-1551.301425825221	2.099716359724629	2.0997163597246438	0.9107256537996727	0.23398404423374464	1.0	1.0	2.0	0.0	-1551.301425825221
330000	-1809.3684777702506	-247.00760937118363	-1562.360868399067	2.0393006860326235	2.0393006860326333	0.7604700615773945	0.24261488470169135	1.0	1.0	2.0	0.0	-1562.360868399067
331000	-1806.5675355229973	-248.2241094034532	-1558.3434261195441	2.0480307333981176	2.048030733398128	0.9312337253098878	0.23406106234862573	1.0	1.0	2.0	0.0	-1558.3434261195441
332000	-1811.9224923666422	-273.534111822062	-1538.3883805445803	2.2104146153462616	2.210414615346263	5.52794420819895	1.3385294503356948	1.0	1.0	2.0	0.0	-1538.3883805445803
333000	-1807.0902350367915	-275.3961563967281	-1531.6940786400633	2.2684349519860807	2.268434951986073	1.3708915365415841	0.3520008933613096	1.0	1.0	2.0	0.0	-1531.6940786400633
334000	-1807.7774631260909	-246.25493370050967	-1561.5225294255813	2.023590035369618	2.0235900353696294	1.7338858287074448	0.4138541451016173	1.0	1.0	2.0	0.0	-1561.5225294255813
335000	-1807.8738378236076	-273.4696559136995	-1534.4041819099082	2.2539258565751767	2.2539258565751785	1.2819887639869212	0.2662626311551874	1.0	1.0	2.0	0.0	-1534.4041819099082
336000	-1809.8754219324378	-256.95969313826464	-1552.9157287941732	2.0907694887701265	2.090769488770132	3.7563736188653016	0.9832593169814762	1.0	1.0	2.0	0.0	-1552.9157287941732
337000	-1807.2749813020946	-281.57307179098956	-1525.701909511105	2.3286812899557243	2.328681289955735	0.48950933303070526	0.13624173603469023	1.0	1.0	2.0	0.0	-1525.701909511105
338000	-1806.4220656502491	-252.58459527199847	-1553.8374703782506	2.083233402360174	2.083233402360178	0.9896013111055718	0.2849961452261718	1.0	1.0	2.0	0.0	-1553.8374703782506
339000	-1808.8560101795294	-284.86989742854234	-1523.986112750987	2.3465060477240947	2.346506047724101	1.3777135261548104	0.3927923508740415	1.0	1.0	2.0	0.0	-1523.986112750987
340000	-1804.8942227425823	-254.9642835484732	-1549.929939194109	2.1115127113460574	2.1115127113460583	0.19190991560413753	0.047382641378501386	1.0	1.0	2.0	0.0	-1549.929939194109
341000	-1805.8061787951315	-261.7693322952592	-1544.0368464998724	2.1663175119287	2.1663175119286886	0.3500311456680021	0.07636703879776757	1.0	1.0	2.0	0.0	-1544.0368464998724
342000	-1807.2653312549435	-258.9298181725607	-1548.3355130823827	2.1259911814671093	2.1259911814671115	1.9149032716224061	0.5415470065799571	1.0	1.0	2.0	0.0	-1548.3355130823827
343000	-1804.8434880925388	-259.0601605309136	-1545.7833275616251	2.1448696941839875	2.1448696941839795	0.2426881889985147	0.06442629840989127	1.0	1.0	2.0	0.0	-1545.7833275616251
344000	-1807.3946943415376	-257.13093574162315	-1550.2637585999146	2.1194373609245267	2.1194373609245285	1.1941879140060854	0.25479687842134646	1.0	1.0	2.0	0.0	-1550.2637585999146
345000	-1806.9073028433613	-248.72828948905783	-1558.1790133543036	2.0521807489373276	2.0521807489373196	0.908678160780831	0.25962041446574946	1.0	1.0	2.0	0.0	-1558.1790133543036
346000	-1807.4710689673698	-276.93521442486883	-1530.5358545425008	2.2799578415553183	2.279957841555311	1.509795614906049	0.36087091000119403	1.0	1.0	2.0	0.0	-1530.5358545425008
347000	-1807.2855306229078	-256.76306362403653	-1550.5224669988713	2.1199994035861405	2.119999403586139	0.7693585265057206	0.24388361251374954	1.0	1.0	2.0	0.0	-1550.5224669988713
348000	-1810.1517575543678	-249.79483616062538	-1560.3569213937424	2.037135465302082	2.0371354653020886	3.11832609226503	0.9334714333557285	1.0	1.0	2.0	0.0	-1560.3569213937424
349000	-1809.9306957504643	-226.2034826143556	-1583.7272131361087	1.8651177613914443	1.8651177613914516	0.9537866454499762	0.28251856108317897	1.0	1.0	2.0	0.0	-1583.7272131361087
350000	-1805.6676857523676	-255.37737129476358	-1550.290314457604	2.1078573022884584	2.1078573022884517	0.8655917888298732	0.2282085225906784	1.0	1.0	2.0	0.0	-1550.290314457604
351000	-1807.5169680949703	-270.0085409015628	-1537.5084271934074	2.2270389535508976	2.227038953550892	1.08016362162092	0.25341035177911553	1.0	1.0	2.0	0.0	-1537.5084271934074
352000	-1805.89772837073	-263.05614296805703	-1542.841585402673	2.17342055740742	2.1734205574074164	0.6804215978685626	0.1750841492228519	1.0	1.0	2.0	0.0	-1542.841585402673
353000	-1806.32148561977	-256.60003000156814	-1549.721455618202	2.118230977894232	2.118230977894238	0.8373252168359746	0.22643304284645827	1.0	1.0	2.0	0.0	-1549.721455618202
354000	-1809.6570898896084	-262.13729759056025	-1547.5197922990483	2.141257315724363	2.1412573157243733	3.1348061922112977	0.6856557380801808	1.0	1.0	2.0	0.0	-1547.5197922990483
355000	-1808.3719696727082	-248.77263740421026	-1559.599332268498	2.041752798744658	2.0417527987446658	1.906945758863596	0.5650352156005708	1.0	1.0	2.0	0.0	-1559.599332268498
356000	-1809.0961344970383	-261.31903476526213	-1547.7770997317762	2.137979128813533	2.1379791288135355	2.6873090768609713	0.7107465623914928	1.0	1.0	2.0	0.0	-1547.7770997317762
357000	-1808.9834386482978	-262.68958135772135	-1546.2938572905764	2.1553591103393366	2.1553591103393535	2.218831271484849	0.4510695201772141	1.0	1.0	2.0	0.0	-1546.2938572905764
358000	-1805.783804288936	-253.342994651126	-1552.44080963781	2.0947226302398225	2.094722630239825	0.5120749974877685	0.13347827912549737	1.0	1.0	2.0	0.0	-1552.44080963781
359000	-1809.4194843817893	-263.9538755390056	-1545.4656088427837	2.15641173716017	2.1564117371601723	3.0330268072776083	0.7740603674260337	1.0	1.0	2.0	0.0	-1545.4656088427837
360000	-1809.7954667886581	-230.47356665583567	-1579.3219001328225	1.8999743050310078	1.8999743050310065	1.017068744812493	0.27911584650148774	1.0	1.0	2.0	0.0	-1579.3219001328225
361000	-1810.0293390053155	-256.0383035070192	-1553.9910354982962	2.1045174645040605	2.1045174645040654	1.7911618106329392	0.36688426936849305	1.0	1.0	2.0	0.0	-1553.9910354982962
362000	-1806.9542904062828	-265.66926096352734	-1541.2850294427553	2.1883978799147408	2.1883978799147497	1.3202090891890517	0.33989855783040485	1.0	1.0	2.0	0.0	-1541.2850294427553
363000	-1805.9640064513824	-240.66989797238338	-1565.294108478999	1.9948229032230658	1.994822903223058	0.029807494974200675	0.007100124125212639	1.0	1.0	2.0	0.0	-1565.294108478999
364000	-1806.994688675707	-245.40483166817666	-1561.5898570075303	2.0191190482390966	2.0191190482391046	1.4569801580155877	0.3806117003258654	1.0	1.0	2.0	0.0	-1561.5898570075303
365000	-1806.1811041945623	-254.98331763540506	-1551.1977865591573	2.1043418427154594	2.104341842715458	0.9026236879901526	0.22164436609992472	1.0	1.0	2.0	0.0	-1551.1977865591573
366000	-1806.7099331628142	-270.25559760219187	-1536.4543355606224	2.228753911673818	2.2287539116738175	1.1056869664479012	0.2678703038465916	1.0	1.0	2.0	0.0	-1536.4543355606224
367000	-1808.9025785416704	-276.4477712055775	-1532.454807336093	2.27841218098816	2.278412180988159	1.3033534630095622	0.2664935294245281	1.0	1.0	2.0	0.0	-1532.454807336093
368000	-1806.5711665884264	-245.990584785707	-1560.5805818027195	2.0293849232184087	2.0293849232183776	0.9496454430589213	0.2339099713394426	1.0	1.0	2.0	0.0	-1560.5805818027195
369000	-1807.1391525699712	-243.19571547279313	-1563.943437097178	2.0027748109260353	2.002774810926049	1.2610273313799187	0.3413365000909471	1.0	1.0	2.0	0.0	-1563.943437097178
370000	-1807.5837672884288	-251.40765032020107	-1556.1761169682277	2.067097946400501	2.06709794640051	1.5852996074067267	0.46090245401098323	1.0	1.0	2.0	0.0	-1556.1761169682277
371000	-1808.845220556304	-260.7999120132271	-1548.045308543077	2.130099621742081	2.1300996217420924	3.1052306008504753	0.7251947520402557	1.0	1.0	2.0	0.0	-1548.045308543077
372000	-1807.2424321094927	-282.63618064426555	-1524.6062514652272	2.3383415993328245	2.3383415993328227	0.4269607143913104	0.09555885192404427	1.0	1.0	2.0	0.0	-1524.6062514652272
373000	-1806.5572116195947	-248.16430071755076	-1558.392910902044	2.051787337230357	2.05178733723036	0.5043815614003526	0.14743848812287783	1.0	1.0	2.0	0.0	-1558.392910902044
374000	-1808.4448120425504	-248.76472026323623	-1559.6800917793141	2.0574511638703625	2.0574511638703683	0.4667139748725011	0.10153707868326793	1.0	1.0	2.0	0.0	-1559.6800917793141
375000	-1807.6541409529	-261.550241167056	-1546.1038997858439	2.1528743743475554	2.1528743743475522	1.4326420954019856	0.39795819011664774	1.0	1.0	2.0	0.0	-1546.1038997858439
376000	-1805.4971963720025	-259.73806069503684	-1545.7591356769656	2.1491754831371375	2.1491754831371406	0.366997914191648	0.09807587870711719	1.0	1.0	2.0	0.0	-1545.7591356769656
377000	-1807.3996831325687	-258.7671068027946	-1548.632576329774	2.1338463552737514	2.133846355273753	1.049632194510227	0.29554905905524087	1.0	1.0	2.0	0.0	-1548.632576329774
378000	-1805.2124301305148	-256.8391120788794	-1548.3733180516354	2.1245800419077203	2.124580041907731	0.4204554295180702	0.1156927376491237	1.0	1.0	2.0	0.0	-1548.3733180516354
379000	-1810.4881555594282	-222.83208374746442	-1587.6560718119638	1.8361122084472818	1.8361122084472952	1.0651627134965465	0.30335966225904487	1.0	1.0	2.0	0.0	-1587.6560718119638
380000	-1814.2084639562552	-230.43431042556287	-1583.7741535306923	1.8712600936769666	1.871260093676969	3.8157302989733775	0.909478571249213	1.0	1.0	2.0	0.0	-1583.7741535306923
381000	-1807.4865818530304	-255.72379286938659	-1551.7627889836438	2.1161123733978973	2.116112373397911	0.36939329181784	0.07396457203751605	1.0	1.0	2.0	0.0	-1551.7627889836438
382000	-1809.1998378234641	-256.2164652501306	-1552.9833725733336	2.0891022644455624	2.0891022644455606	3.3229189436979167	0.874820568077531	1.0	1.0	2.0	0.0	-1552.9833725733336
383000	-1808.4184143121147	-269.29929959359976	-1539.119114718515	2.2098665686300634	2.209866568630051	2.1421176506873834	0.5557189191762575	1.0	1.0	2.0	0.0	-1539.119114718515
384000	-1806.2491568126102	-264.50042215445626	-1541.748734658154	2.183817033367743	2.1838170333677467	0.8461620484479008	0.19824285565247404	1.0	1.0	2.0	0.0	-1541.748734658154
385000	-1806.714534373292	-251.80286813054252	-1554.9116662427496	2.073668088387498	2.073668088387498	1.2887760391559262	0.3592168487229285	1.0	1.0	2.0	0.0	-1554.9116662427496
386000	-1812.7594217409555	-243.7437339964773	-1569.0156877444783	1.9783536438471474	1.9783536438471545	3.854603237646513	1.2451776585485654	1.0	1.0	2.0	0.0	-1569.0156877444783
387000	-1809.490288097404	-244.44750249678208	-1565.0427856006218	1.9939665672448117	1.9939665672448117	3.095812163053901	0.8221211610085772	1.0	1.0	2.0	0.0	-1565.0427856006218
388000	-1807.1148553205305	-265.3281180333216	-1541.786737287209	2.184308005649965	2.1843080056499766	1.4073340560904457	0.40548184242460555	1.0	1.0	2.0	0.0	-1541.786737287209
389000	-1807.2520943014076	-263.16659277584995	-1544.0855015255577	2.1619364672741708	2.1619364672741717	1.8769361535766238	0.4757427266945277	1.0	1.0	2.0	0.0	-1544.0855015255577
390000	-1809.3239759424766	-254.67414976521013	-1554.6498261772665	2.0776560075562145	2.0776560075562265	3.291427215931143	0.7462585391499431	1.0	1.0	2.0	0.0	-1554.6498261772665
391000	-1805.9957361054048	-262.8735495214999	-1543.122186583905	2.173757158295941	2.173757158295936	0.4939811043899021	0.13828628031241957	1.0	1.0	2.0	0.0	-1543.122186583905
392000	-1806.8850145195079	-246.35389192111825	-1560.5311225983896	2.028868437769295	2.0288684377693	1.2539953265007668	0.355241849989151	1.0	1.0	2.0	0.0	-1560.5311225983896
393000	-1807.3686082297136	-253.52021334693725	-1553.8483948827763	2.0831401298435965	2.0831401298436005	1.7332792147958969	0.4882000033045493	1.0	1.0	2.0	0.0	-1553.8483948827763
394000	-1806.2577576479962	-248.02201345736944	-1558.2357441906267	2.0474897725951724	2.0474897725951906	0.8175035553072701	0.21102452587762893	1.0	1.0	2.0	0.0	-1558.2357441906267
395000	-1808.197312151938	-259.6830285429334	-1548.5142836090045	2.1370410256939807	2.137041025693979	1.4428065140710402	0.43252349619090336	1.0	1.0	2.0	0.0	-1548.5142836090045
396000	-1806.287216998353	-258.4537131223055	-1547.8335038760474	2.1284608944711016	2.1284608944711056	1.3495174780415946	0.33259489177368395	1.0	1.0	2.0	0.0	-1547.8335038760474
397000	-1809.5091942215574	-250.91758750188538	-1558.591606719672	2.051298727548767	2.0512987275487666	2.670604798369563	0.7935088614726404	1.0	1.0	2.0	0.0	-1558.591606719672
398000	-1809.5807086249356	-264.08641659322933	-1545.4942920317062	2.162425013762082	2.1624250137620926	2.67264337582152	0.5408662200665704	1.0	1.0	2.0	0.0	-1545.4942920317062
399000	-1806.400448230679	-248.8463018510936	-1557.5541463795855	2.0528701060259795	2.052870106025982	0.9383293675177264	0.264731613791279	1.0	1.0	2.0	0.0	-1557.5541463795855
400000	-1807.9536855717142	-253.58364540650197	-1554.3700401652122	2.0860647925338056	2.0860647925338074	1.5135893709023185	0.4181370525284448	1.0	1.0	2.0	0.0	-1554.3700401652122
401000	-1807.3706280547642	-267.13134494134306	-1540.2392831134212	2.194832396357001	2.1948323963570213	1.8459652499136179	0.4992638339783659	1.0	1.0	2.0	0.0	-1540.2392831134212
402000	-1806.8924950284584	-280.1160011481104	-1526.776493880348	2.3132879169263756	2.3132879169263787	0.8119647625979196	0.21525699194119333	1.0	1.0	2.0	0.0	-1526.776493880348
403000	-1809.075479937902	-229.93994926653383	-1579.135530671368	1.896672798181146	1.8966727981811378	0.9398949189931701	0.22144287711387303	1.0	1.0	2.0	0.0	-1579.135530671368
404000	-1809.2724870810684	-277.1179092427907	-1532.1545778382779	2.2769314755528316	2.276931475552834	1.8702890594699937	0.5484771637086051	1.0	1.0	2.0	0.0	-1532.1545778382779
405000	-1807.6131390850107	-248.57381448332538	-1559.0393246016854	2.051559089874125	2.0515590898741185	0.892980973395902	0.1959170732573168	1.0	1.0	2.0	0.0	-1559.0393246016854
406000	-1806.9442457713194	-257.5830119769516	-1549.3612337943678	2.123941243541687	2.1239412435416996	1.106123347499684	0.2510637131539138	1.0	1.0	2.0	0.0	-1549.3612337943678
407000	-1807.4019874520347	-262.2813072491079	-1545.120680202927	2.156504950057477	2.1565049500574847	1.6835236409946113	0.4397395168396107	1.0	1.0	2.0	0.0	-1545.120680202927
408000	-1807.9350037215013	-258.08146628678276	-1549.8535374347184	2.125578593078526	2.125578593078535	1.3733939577119225	0.28452705641203835	1.0	1.0	2.0	0.0	-1549.8535374347184
409000	-1807.431531080781	-249.914566267814	-1557.516964812967	2.0565886929873254	2.0565886929873343	1.4067132559218314	0.4155393230122475	1.0	1.0	2.0	0.0	-1557.516964812967
410000	-1806.5176768537378	-252.65117911748024	-1553.8664977362575	2.079701243975941	2.0797012439759386	1.3872023174976207	0.38052683221085065	1.0	1.0	2.0	0.0	-1553.8664977362575
411000	-1807.2519734475222	-239.9332207598488	-1567.3187526876734	1.9804868125530688	1.9804868125530675	0.8036225292395465	0.22801460204453977	1.0	1.0	2.0	0.0	-1567.3187526876734
412000	-1807.4850002683534	-254.85862512852432	-1552.626375139829	2.099490878088138	2.099490878088134	1.2858752340244768	0.29949750990767127	1.0	1.0	2.0	0.0	-1552.626375139829
413000	-1809.153950404636	-267.1171142573093	-1542.0368361473265	2.1866018097093076	2.1866018097093027	2.7383912241694097	0.5864444797140483	1.0	1.0	2.0	0.0	-1542.0368361473265
414000	-1807.8476895348535	-262.48817674993745	-1545.359512784916	2.1599926616246248	2.1599926616246243	1.4889172718957278	0.4200647973832612	1.0	1.0	2.0	0.0	-1545.359512784916
415000	-1809.1784805684454	-260.52782963923875	-1548.6506509292067	2.1215297821378836	2.1215297821378756	3.6700571297416045	0.9231474155572538	1.0	1.0	2.0	0.0	-1548.6506509292067
416000	-1812.0014456801237	-290.06010931665094	-1521.9413363634726	2.3800224958017164	2.38002249580172	2.228401657903366	0.6857879803441952	1.0	1.0	2.0	0.0	-1521.9413363634726
417000	-1806.2200450871544	-272.18415701172745	-1534.035888075427	2.2461935841509497	2.2461935841509466	0.9481462452609258	0.2482259303919013	1.0	1.0	2.0	0.0	-1534.035888075427
418000	-1807.4873233547746	-273.0764526186801	-1534.4108707360945	2.2503603003199846	2.250360300319994	1.2814844727756727	0.304079734919486	1.0	1.0	2.0	0.0	-1534.4108707360945
419000	-1807.1520862483123	-255.1749228527695	-1551.977163395543	2.1089974294891647	2.1089974294891767	0.5720443077412048	0.18162788227302554	1.0	1.0	2.0	0.0	-1551.977163395543
420000	-1807.638034510129	-259.64469266621467	-1547.9933418439143	2.135684301228133	2.1356843012281495	1.6359799831398347	0.3648455130649847	1.0	1.0	2.0	0.0	-1547.9933418439143
421000	-1805.2821506002024	-247.56815007334114	-1557.7140005268611	2.051007639789955	2.051007639789957	0.12013682584595008	0.029692559320539238	1.0	1.0	2.0	0.0	-1557.7140005268611
422000	-1810.050710498633	-261.4139099102529	-1548.63680058838	2.130907943670542	2.1309079436705507	3.4468715235652874	0.8999422321818494	1.0	1.0	2.0	0.0	-1548.63680058838
423000	-1805.7684180148635	-259.19019936463667	-1546.578218650227	2.139654407155108	2.1396544071550894	0.853892987553028	0.21302934159713216	1.0	1.0	2.0	0.0	-1546.578218650227
424000	-1808.7843631382636	-279.67195452716487	-1529.1124086110988	2.2915337855778186	2.291533785577821	2.5442190687453463	0.6655106431814812	1.0	1.0	2.0	0.0	-1529.1124086110988
425000	-1805.9406910445948	-241.17621618360315	-1564.7644748609916	1.9986058759950676	1.9986058759950847	0.06697136699765643	0.01937938533233348	1.0	1.0	2.0	0.0	-1564.7644748609916
426000	-1807.785932483668	-259.22047387759795	-1548.56545860607	2.125381199131707	2.1253811991317004	2.272458481873513	0.5483066801743118	1.0	1.0	2.0	0.0	-1548.56545860607
427000	-1806.2617581688637	-247.7799477325824	-1558.4818104362812	2.0514588710791033	2.051458871079101	0.23627936040876474	0.07085483362052603	1.0	1.0	2.0	0.0	-1558.4818104362812
428000	-1804.8400794011068	-258.7475983846483	-1546.0924810164584	2.1418792604773564	2.1418792604773507	0.28275976509997797	0.07290032871561543	1.0	1.0	2.0	0.0	-1546.0924810164584
429000	-1811.4274978455423	-298.03060424845273	-1513.3968935970895	2.457504450131632	2.457504450131633	1.2758340151857686	0.2546273220745114	1.0	1.0	2.0	0.0	-1513.3968935970895
430000	-1808.937723974234	-278.8084798507481	-1530.129244123486	2.289666417272322	2.289666417272309	2.012225209646289	0.5594945946238375	1.0	1.0	2.0	0.0	-1530.129244123486
431000	-1808.7238230804649	-260.3755542178092	-1548.3482688626557	2.128358641288857	2.1283586412888575	2.816454531117705	0.7998466141647232	1.0	1.0	2.0	0.0	-1548.3482688626557
432000	-1806.452547002696	-263.3896959534272	-1543.0628510492688	2.1824151937623077	2.1824151937623024	0.08395356683272863	0.018997354542804757	1.0	1.0	2.0	0.0	-1543.0628510492688
433000	-1807.4004109198095	-266.8394397136241	-1540.5609712061855	2.195295802775097	2.1952958027750973	1.5685578430418714	0.428810237437887	1.0	1.0	2.0	0.0	-1540.5609712061855
434000	-1807.1298151169217	-249.92723062249192	-1557.2025844944299	2.0562970302461667	2.0562970302461756	1.4718040336168614	0.39833530860991617	1.0	1.0	2.0	0.0	-1557.2025844944299
435000	-1808.4791964346155	-251.11476472637636	-1557.3644317082392	2.0546696703073293	2.0546696703073466	2.5348855294965773	0.7193148722965732	1.0	1.0	2.0	0.0	-1557.3644317082392
436000	-1806.8011608826655	-264.0139419487759	-1542.7872189338896	2.179368734156066	2.1793687341560664	0.878540949394673	0.2165168632250903	1.0	1.0	2.0	0.0	-1542.7872189338896
437000	-1808.4557644955469	-284.16241622624983	-1524.293348269297	2.3388762318454335	2.3388762318454437	1.6084968000285647	0.3757095810384971	1.0	1.0	2.0	0.0	-1524.293348269297
438000	-1806.506371640206	-272.10458595930186	-1534.4017856809041	2.2473003306439256	2.247300330643922	0.802433731705248	0.18073486349273607	1.0	1.0	2.0	0.0	-1534.4017856809041
439000	-1805.379328807352	-251.42962765189253	-1553.9497011554595	2.08299112236602	2.0829911223660322	0.11928544843436621	0.02960237581879564	1.0	1.0	2.0	0.0	-1553.9497011554595
440000	-1808.4110095017304	-254.02076238564624	-1554.390247116084	2.078778062410347	2.0787780624103442	2.557143252988552	0.6916539586651255	1.0	1.0	2.0	0.0	-1554.390247116084
441000	-1807.7811609027565	-272.79525528493673	-1534.9859056178198	2.253687085017255	2.2536870850172557	0.7457420256074886	0.15693870581040847	1.0	1.0	2.0	0.0	-1534.9859056178198
442000	-1809.778940543076	-266.7044299854653	-1543.0745105576107	2.1697207299638976	2.1697207299639056	3.955511523229484	0.9950401372733252	1.0	1.0	2.0	0.0	-1543.0745105576107
443000	-1808.9576989966426	-292.26378397472075	-1516.6939150219218	2.4191329061726434	2.4191329061726385	0.3128100761298676	0.08327762748564493	1.0	1.0	2.0	0.0	-1516.6939150219218
444000	-1806.5420908786118	-263.2472489771904	-1543.2948419014215	2.17145472379797	2.171454723797974	0.9973501957256486	0.28663830248612515	1.0	1.0	2.0	0.0	-1543.2948419014215
445000	-1805.2274931854156	-256.2059397917607	-1549.0215533936548	2.120288597683661	2.120288597683672	0.3343650297514088	0.08683110471115153	1.0	1.0	2.0	0.0	-1549.0215533936548
446000	-1806.9692604698173	-260.6688524149338	-1546.3004080548835	2.1599446497442054	2.1599446497442143	0.079690886316123	0.015764403304485086	1.0	1.0	2.0	0.0	-1546.3004080548835
