name,Strain,gisaid_epi_isl,Collection Data,Region,Country,Admin Division,Region of exposure,Country of exposure,Division of exposure
hCoV-19/Mexico/BCN-ALSR-1474/2020|EPI_ISL_496343|2020-04-28|NorthAmerica,Mexico/BCN-ALSR-1474/2020,EPI_ISL_496343,2020-04-28,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Mexico/BCN-ALSR-1476/2020|EPI_ISL_496345|2020-04-28|NorthAmerica,Mexico/BCN-ALSR-1476/2020,EPI_ISL_496345,2020-04-28,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Mexico/BCN-ALSR-1714/2020|EPI_ISL_496375|2020-04-29|NorthAmerica,Mexico/BCN-ALSR-1714/2020,EPI_ISL_496375,2020-04-29,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Mexico/BCN-ALSR-1715/2020|EPI_ISL_496376|2020-04-29|NorthAmerica,Mexico/BCN-ALSR-1715/2020,EPI_ISL_496376,2020-04-29,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/USA/CA-ALSR-1649/2020|EPI_ISL_494714|2020-03-23|NorthAmerica,USA/CA-ALSR-1649/2020,EPI_ISL_494714,2020-03-23,North America,USA,California,North America,USA,
hCoV-19/USA/OK-ADDL-01/2020|EPI_ISL_535364|2020-04-10|NorthAmerica,USA/OK-ADDL-01/2020,EPI_ISL_535364,2020-04-10,North America,USA,Oklahoma,North America,USA,
hCoV-19/Mexico/BCN-ALSR-1466/2020|EPI_ISL_496339|2020-04-29|NorthAmerica,Mexico/BCN-ALSR-1466/2020,EPI_ISL_496339,2020-04-29,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Mexico/BCN-ALSR-1704/2020|EPI_ISL_496365|2020-04-22|NorthAmerica,Mexico/BCN-ALSR-1704/2020,EPI_ISL_496365,2020-04-22,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/USA/ID-UW-2127/2020|EPI_ISL_426057|2020-03-21|NorthAmerica,USA/ID-UW-2127/2020,EPI_ISL_426057,2020-03-21,North America,USA,Idaho,North America,USA,
hCoV-19/Canada/NS-NML-1277/2020|EPI_ISL_579664|2020-04-07|NorthAmerica,Canada/NS-NML-1277/2020,EPI_ISL_579664,2020-04-07,North America,Canada,Nova Scotia,North America,Canada,
hCoV-19/Canada/NB_270/2020|EPI_ISL_481755|2020-04-10|NorthAmerica,Canada/NB_270/2020,EPI_ISL_481755,2020-04-10,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/Canada/NS-NML-953/2020|EPI_ISL_579583|2020-03-27|NorthAmerica,Canada/NS-NML-953/2020,EPI_ISL_579583,2020-03-27,North America,Canada,Nova Scotia,North America,Canada,
hCoV-19/USA/AK-PHL115/2020|EPI_ISL_427621|2020-03-25|NorthAmerica,USA/AK-PHL115/2020,EPI_ISL_427621,2020-03-25,North America,USA,Alaska,North America,USA,
hCoV-19/USA/CA-ALSR-1223/2020|EPI_ISL_494447|2020-04-10|NorthAmerica,USA/CA-ALSR-1223/2020,EPI_ISL_494447,2020-04-10,North America,USA,California,North America,USA,
hCoV-19/USA/CA-ALSR-1181/2020|EPI_ISL_494417|2020-04-02|NorthAmerica,USA/CA-ALSR-1181/2020,EPI_ISL_494417,2020-04-02,North America,USA,California,North America,USA,
hCoV-19/Canada/NB_263/2020|EPI_ISL_481753|2020-04-06|NorthAmerica,Canada/NB_263/2020,EPI_ISL_481753,2020-04-06,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/USA/IA-CDC-8200/2020|EPI_ISL_447842|2020-03-07|NorthAmerica,USA/IA-CDC-8200/2020,EPI_ISL_447842,2020-03-07,North America,USA,Iowa,North America,USA,
hCoV-19/USA/IA_6391/2020|EPI_ISL_424899|2020-03-07|NorthAmerica,USA/IA_6391/2020,EPI_ISL_424899,2020-03-07,North America,USA,Iowa,North America,USA,
hCoV-19/Morocco/refstage1/2020|EPI_ISL_476559|2020-02-27|Africa,Morocco/refstage1/2020,EPI_ISL_476559,2020-02-27,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Denmark/SSI-02/2020|EPI_ISL_416143|2020-02-28|Europe,Denmark/SSI-02/2020,EPI_ISL_416143,2020-02-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Luxembourg/LNS0000001/2020|EPI_ISL_419562|2020-02-29|Europe,Luxembourg/LNS0000001/2020,EPI_ISL_419562,2020-02-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Luxembourg/Lux1/2020|EPI_ISL_413593|2020-02-29|Europe,Luxembourg/Lux1/2020,EPI_ISL_413593,2020-02-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/VT-UW-MAYO48/2020|EPI_ISL_500530|2020-03-23|NorthAmerica,USA/VT-UW-MAYO48/2020,EPI_ISL_500530,2020-03-23,North America,USA,Vermont,North America,USA,
hCoV-19/USA/PR-CDC-3578/2020|EPI_ISL_447845|2020-03-08|NorthAmerica,USA/PR-CDC-3578/2020,EPI_ISL_447845,2020-03-08,North America,USA,Puerto Rico,North America,USA,
hCoV-19/Slovenia/4584/2020|EPI_ISL_420294|2020-03-06|Europe,Slovenia/4584/2020,EPI_ISL_420294,2020-03-06,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Germany/BE-ChVir-D679-14/2020|EPI_ISL_516642|2020-03-04|Europe,Germany/BE-ChVir-D679-14/2020,EPI_ISL_516642,2020-03-04,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/IA_6390/2020|EPI_ISL_424900|2020-03-07|NorthAmerica,USA/IA_6390/2020,EPI_ISL_424900,2020-03-07,North America,USA,Iowa,North America,USA,
hCoV-19/Germany/BE-ChVir-D672-4/2020|EPI_ISL_516632|2020-03-07|Europe,Germany/BE-ChVir-D672-4/2020,EPI_ISL_516632,2020-03-07,Europe,Europe,Europe,Europe,Europe,
hCoV-19/CostaRica/INC-0091/2020|EPI_ISL_527759|2020-03-18|NorthAmerica,CostaRica/INC-0091/2020,EPI_ISL_527759,2020-03-18,North America,Costa Rica,Alajuela,North America,USA,USA
hCoV-19/Bulgaria/17/2020|EPI_ISL_480300|2020-04-14|Europe,Bulgaria/17/2020,EPI_ISL_480300,2020-04-14,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/IN-QDX-993/2020|EPI_ISL_571721|2020-03-16|NorthAmerica,USA/IN-QDX-993/2020,EPI_ISL_571721,2020-03-16,North America,USA,Indiana,North America,USA,
hCoV-19/USA/HI-QDX-412/2020|EPI_ISL_571184|2020-03-16|NorthAmerica,USA/HI-QDX-412/2020,EPI_ISL_571184,2020-03-16,North America,USA,Hawaii,North America,USA,
hCoV-19/CostaRica/CRV-0015/2020|EPI_ISL_480319|2020-03-30|NorthAmerica,CostaRica/CRV-0015/2020,EPI_ISL_480319,2020-03-30,North America,Costa Rica,Heredia,North America,Mexico,Mexico
hCoV-19/USA/MN-MDH-1507/2020|EPI_ISL_518900|2020-05-05|NorthAmerica,USA/MN-MDH-1507/2020,EPI_ISL_518900,2020-05-05,North America,USA,Minnesota,North America,USA,
hCoV-19/CostaRica/CRV-0023/2020|EPI_ISL_480327|2020-04-04|NorthAmerica,CostaRica/CRV-0023/2020,EPI_ISL_480327,2020-04-04,North America,Costa Rica,San Jose,North America,Costa Rica,
hCoV-19/Ecuador/USFQ-004/2020|EPI_ISL_477014|2020-03-30|SouthAmerica,Ecuador/USFQ-004/2020,EPI_ISL_477014,2020-03-30,South America,South America,South America,South America,South America,
hCoV-19/Canada/ON-S706/2020|EPI_ISL_591209|2020-04-09|NorthAmerica,Canada/ON-S706/2020,EPI_ISL_591209,2020-04-09,North America,Canada,Ontario,North America,Canada,
hCoV-19/Egypt/MASRI-008/2020|EPI_ISL_482761|2020-04-30|Africa,Egypt/MASRI-008/2020,EPI_ISL_482761,2020-04-30,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Uruguay/UY-NYUMC934/2020|EPI_ISL_480432|2020-05-07|SouthAmerica,Uruguay/UY-NYUMC934/2020,EPI_ISL_480432,2020-05-07,South America,South America,South America,South America,South America,
hCoV-19/Montenegro/ChVir-1268662002/2020|EPI_ISL_516924|2020-03-19|Europe,Montenegro/ChVir-1268662002/2020,EPI_ISL_516924,2020-03-19,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/MO-QDX-533/2020|EPI_ISL_571384|2020-03-18|NorthAmerica,USA/MO-QDX-533/2020,EPI_ISL_571384,2020-03-18,North America,USA,Missouri,North America,USA,
hCoV-19/USA/MO-QDX-674/2020|EPI_ISL_571473|2020-03-18|NorthAmerica,USA/MO-QDX-674/2020,EPI_ISL_571473,2020-03-18,North America,USA,Missouri,North America,USA,
hCoV-19/USA/IN-CDC-0821/2020|EPI_ISL_540431|2020-04-05|NorthAmerica,USA/IN-CDC-0821/2020,EPI_ISL_540431,2020-04-05,North America,USA,Indiana,North America,USA,
hCoV-19/USA/HI_4970/2020|EPI_ISL_426420|2020-03-05|NorthAmerica,USA/HI_4970/2020,EPI_ISL_426420,2020-03-05,North America,USA,Hawaii,North America,USA,
hCoV-19/Norway/2088/2020|EPI_ISL_420152|2020-03-17|Europe,Norway/2088/2020,EPI_ISL_420152,2020-03-17,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Switzerland/VD-ETHZ-100231/2020|EPI_ISL_574998|2020-03-17|Europe,Switzerland/VD-ETHZ-100231/2020,EPI_ISL_574998,2020-03-17,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Mexico/BCN-ALSR-1712/2020|EPI_ISL_496373|2020-03-25|NorthAmerica,Mexico/BCN-ALSR-1712/2020,EPI_ISL_496373,2020-03-25,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Latvia/045/2020|EPI_ISL_486428|2020-03-22|Europe,Latvia/045/2020,EPI_ISL_486428,2020-03-22,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Canada/QC-LSPQ-L00237217/2020|EPI_ISL_536168|2020-03-25|NorthAmerica,Canada/QC-LSPQ-L00237217/2020,EPI_ISL_536168,2020-03-25,North America,Canada,Quebec,North America,Canada,
hCoV-19/England/LIVE-A9036/2020|EPI_ISL_517250|2020-03-26|Europe,England/LIVE-A9036/2020,EPI_ISL_517250,2020-03-26,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Mexico/BCN-ALSR-1471/2020|EPI_ISL_496341|2020-04-28|NorthAmerica,Mexico/BCN-ALSR-1471/2020,EPI_ISL_496341,2020-04-28,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Mexico/BCN-ALSR-1706/2020|EPI_ISL_496367|2020-04-22|NorthAmerica,Mexico/BCN-ALSR-1706/2020,EPI_ISL_496367,2020-04-22,North America,Mexico,Baja California,North America,Mexico,
hCoV-19/Brazil/SP-01/2020|EPI_ISL_412964|2020-02-25|SouthAmerica,Brazil/SP-01/2020,EPI_ISL_412964,2020-02-25,South America,South America,South America,Europe,Europe,Europe
hCoV-19/Canada/NS-NML-893/2020|EPI_ISL_579543|2020-03-20|NorthAmerica,Canada/NS-NML-893/2020,EPI_ISL_579543,2020-03-20,North America,Canada,Nova Scotia,North America,Canada,
hCoV-19/BosniaandHerzegovina/ChVir7350/2020|EPI_ISL_462457|2020-03-20|Europe,BosniaandHerzegovina/ChVir7350/2020,EPI_ISL_462457,2020-03-20,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/AR-QDX-537/2020|EPI_ISL_571262|2020-03-18|NorthAmerica,USA/AR-QDX-537/2020,EPI_ISL_571262,2020-03-18,North America,USA,Arkansas,North America,USA,
hCoV-19/CostaRica/INC-0026/2020|EPI_ISL_491438|2020-03-06|NorthAmerica,CostaRica/INC-0026/2020,EPI_ISL_491438,2020-03-06,North America,Costa Rica,Alajuela,North America,Costa Rica,
hCoV-19/CostaRica/INC-0028/2020|EPI_ISL_491440|2020-03-11|NorthAmerica,CostaRica/INC-0028/2020,EPI_ISL_491440,2020-03-11,North America,Costa Rica,Alajuela,North America,Costa Rica,
hCoV-19/Panama/341009/2020|EPI_ISL_496911|2020-04-14|NorthAmerica,Panama/341009/2020,EPI_ISL_496911,2020-04-14,North America,Panama,Colon,North America,Panama,
hCoV-19/Panama/333568/2020|EPI_ISL_496748|2020-03-16|NorthAmerica,Panama/333568/2020,EPI_ISL_496748,2020-03-16,North America,Panama,Cocle,North America,Panama,
hCoV-19/Panama/333564/2020|EPI_ISL_496746|2020-03-27|NorthAmerica,Panama/333564/2020,EPI_ISL_496746,2020-03-27,North America,Panama,Chiriqui,North America,Panama,
hCoV-19/Panama/332629/2020|EPI_ISL_496715|2020-03-24|NorthAmerica,Panama/332629/2020,EPI_ISL_496715,2020-03-24,North America,Panama,Chiriqui,North America,Panama,
hCoV-19/Panama/329877/2020|EPI_ISL_496653|2020-03-06|NorthAmerica,Panama/329877/2020,EPI_ISL_496653,2020-03-06,North America,Panama,Santiago de Veraguas,North America,Panama,
hCoV-19/Panama/331580/2020|EPI_ISL_496688|2020-03-19|NorthAmerica,Panama/331580/2020,EPI_ISL_496688,2020-03-19,North America,Panama,Chiriqui,North America,Panama,
hCoV-19/Panama/331578/2020|EPI_ISL_496687|2020-03-19|NorthAmerica,Panama/331578/2020,EPI_ISL_496687,2020-03-19,North America,Panama,Chiriqui,North America,Panama,
hCoV-19/Panama/339459/2020|EPI_ISL_496893|2020-04-11|NorthAmerica,Panama/339459/2020,EPI_ISL_496893,2020-04-11,North America,Panama,Colon,North America,Panama,
hCoV-19/Panama/338657/2020|EPI_ISL_496875|2020-04-09|NorthAmerica,Panama/338657/2020,EPI_ISL_496875,2020-04-09,North America,Panama,Cocle,North America,Panama,
hCoV-19/Panama/338687/2020|EPI_ISL_496880|2020-04-09|NorthAmerica,Panama/338687/2020,EPI_ISL_496880,2020-04-09,North America,Panama,Colon,North America,Panama,
hCoV-19/Panama/341003/2020|EPI_ISL_496909|2020-04-14|NorthAmerica,Panama/341003/2020,EPI_ISL_496909,2020-04-14,North America,Panama,Colon,North America,Panama,
hCoV-19/CzechRepublic/NRL-6047/2020|EPI_ISL_539780|2020-04-21|Europe,CzechRepublic/NRL-6047/2020,EPI_ISL_539780,2020-04-21,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/NH_0029/2020|EPI_ISL_424876|2020-03-06|NorthAmerica,USA/NH_0029/2020,EPI_ISL_424876,2020-03-06,North America,USA,New Hampshire,North America,USA,
hCoV-19/Canada/ON-UHTC_0076/2020|EPI_ISL_464019|2020-04-13|NorthAmerica,Canada/ON-UHTC_0076/2020,EPI_ISL_464019,2020-04-13,North America,Canada,Ontario,North America,Canada,
hCoV-19/Crimea/SRC-80603/2020|EPI_ISL_428901|2020-03-23|Europe,Crimea/SRC-80603/2020,EPI_ISL_428901,2020-03-23,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/HI-QDX-758/2020|EPI_ISL_571527|2020-03-19|NorthAmerica,USA/HI-QDX-758/2020,EPI_ISL_571527,2020-03-19,North America,USA,Hawaii,North America,USA,
hCoV-19/Morocco/RMPS-03/2020|EPI_ISL_469051|2020-04-03|Africa,Morocco/RMPS-03/2020,EPI_ISL_469051,2020-04-03,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Bangladesh/DNAS-CPH-466/2020|EPI_ISL_445216|2020-04-28|Asia,Bangladesh/DNAS-CPH-466/2020,EPI_ISL_445216,2020-04-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Moldova/ChVir7771/2020|EPI_ISL_523964|2020-03-14|Europe,Moldova/ChVir7771/2020,EPI_ISL_523964,2020-03-14,Europe,Europe,Europe,Europe,Europe,
hCoV-19/SriLanka/CDR1885/2020|EPI_ISL_525476|2020-04-28|Asia,SriLanka/CDR1885/2020,EPI_ISL_525476,2020-04-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Oman/RESP-20-2282/2020|EPI_ISL_457974|2020-03-14|Asia,Oman/RESP-20-2282/2020,EPI_ISL_457974,2020-03-14,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Argentina/C3013/2020|EPI_ISL_420598|2020-03-22|SouthAmerica,Argentina/C3013/2020,EPI_ISL_420598,2020-03-22,South America,South America,South America,South America,South America,
hCoV-19/Canada/NL_97/2020|EPI_ISL_469236|2020-03-22|NorthAmerica,Canada/NL_97/2020,EPI_ISL_469236,2020-03-22,North America,Canada,Newfoundland and Labrador,North America,Canada,
hCoV-19/Ghana/1659_S14/2020|EPI_ISL_422405|2020-03-25|Africa,Ghana/1659_S14/2020,EPI_ISL_422405,2020-03-25,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Netherlands/ZuidHolland_115/2020|EPI_ISL_455304|2020-04-08|Europe,Netherlands/ZuidHolland_115/2020,EPI_ISL_455304,2020-04-08,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Netherlands/ZuidHolland_166/2020|EPI_ISL_461338|2020-04-16|Europe,Netherlands/ZuidHolland_166/2020,EPI_ISL_461338,2020-04-16,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Netherlands/un-EMC-724/2020|EPI_ISL_523479|2020-04-13|Europe,Netherlands/un-EMC-724/2020,EPI_ISL_523479,2020-04-13,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Canada/NB_1/2020|EPI_ISL_429806|2020-03-09|NorthAmerica,Canada/NB_1/2020,EPI_ISL_429806,2020-03-09,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/Canada/NB_6/2020|EPI_ISL_418811|2020-03-12|NorthAmerica,Canada/NB_6/2020,EPI_ISL_418811,2020-03-12,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/Canada/QC_BB6/2020|EPI_ISL_515243|2020-04-11|NorthAmerica,Canada/QC_BB6/2020,EPI_ISL_515243,2020-04-11,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC_AH2/2020|EPI_ISL_463914|2020-04-13|NorthAmerica,Canada/QC_AH2/2020,EPI_ISL_463914,2020-04-13,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC_AF4/2020|EPI_ISL_463911|2020-04-04|NorthAmerica,Canada/QC_AF4/2020,EPI_ISL_463911,2020-04-04,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC-AK8/2020|EPI_ISL_450645|2020-04-08|NorthAmerica,Canada/QC-AK8/2020,EPI_ISL_450645,2020-04-08,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC_AO6/2020|EPI_ISL_463921|2020-04-08|NorthAmerica,Canada/QC_AO6/2020,EPI_ISL_463921,2020-04-08,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC_AC6/2020|EPI_ISL_444509|2020-04-05|NorthAmerica,Canada/QC_AC6/2020,EPI_ISL_444509,2020-04-05,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC_AC1/2020|EPI_ISL_444505|2020-04-05|NorthAmerica,Canada/QC_AC1/2020,EPI_ISL_444505,2020-04-05,North America,Canada,Quebec,North America,Canada,
hCoV-19/Belgium/SN-0331360/2020|EPI_ISL_462214|2020-03-31|Europe,Belgium/SN-0331360/2020,EPI_ISL_462214,2020-03-31,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Canada/QC-AL9/2020|EPI_ISL_450652|2020-04-10|NorthAmerica,Canada/QC-AL9/2020,EPI_ISL_450652,2020-04-10,North America,Canada,Quebec,North America,Canada,
hCoV-19/Canada/QC_AK6/2020|EPI_ISL_515209|2020-04-17|NorthAmerica,Canada/QC_AK6/2020,EPI_ISL_515209,2020-04-17,North America,Canada,Quebec,North America,Canada,
hCoV-19/Benin/1092/2020|EPI_ISL_476827|2020-03-27|Africa,Benin/1092/2020,EPI_ISL_476827,2020-03-27,Africa,Africa,Africa,Europe,Europe,Europe
hCoV-19/Suriname/SR-05/2020|EPI_ISL_517616|2020-05-07|SouthAmerica,Suriname/SR-05/2020,EPI_ISL_517616,2020-05-07,South America,South America,South America,South America,South America,
hCoV-19/USA/VA-DCLS-0266/2020|EPI_ISL_452839|2020-04-22|NorthAmerica,USA/VA-DCLS-0266/2020,EPI_ISL_452839,2020-04-22,North America,USA,Virginia,North America,USA,
hCoV-19/Latvia/023/2020|EPI_ISL_450523|2020-04-28|Europe,Latvia/023/2020,EPI_ISL_450523,2020-04-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Latvia/027/2020|EPI_ISL_486410|2020-05-09|Europe,Latvia/027/2020,EPI_ISL_486410,2020-05-09,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Latvia/019/2020|EPI_ISL_450519|2020-04-14|Europe,Latvia/019/2020,EPI_ISL_450519,2020-04-14,Europe,Europe,Europe,Europe,Europe,
hCoV-19/CostaRica/INC-0048/2020|EPI_ISL_512654|2020-03-17|NorthAmerica,CostaRica/INC-0048/2020,EPI_ISL_512654,2020-03-17,North America,Costa Rica,San Jose,Europe,Europe,Europe
hCoV-19/USA/AR-QDX-1249/2020|EPI_ISL_571916|2020-03-16|NorthAmerica,USA/AR-QDX-1249/2020,EPI_ISL_571916,2020-03-16,North America,USA,Arkansas,North America,USA,
hCoV-19/Mali/M002673/2020|EPI_ISL_487455|2020-04-10|Africa,Mali/M002673/2020,EPI_ISL_487455,2020-04-10,Africa,Africa,Africa,Africa,Africa,
hCoV-19/BosniaandHerzegovina/ChVir7343/2020|EPI_ISL_462451|2020-03-19|Europe,BosniaandHerzegovina/ChVir7343/2020,EPI_ISL_462451,2020-03-19,Europe,Europe,Europe,Europe,Europe,
hCoV-19/BosniaandHerzegovina/ChVir7352/2020|EPI_ISL_462458|2020-03-21|Europe,BosniaandHerzegovina/ChVir7352/2020,EPI_ISL_462458,2020-03-21,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Brazil/RO-06/2020|EPI_ISL_514136|2020-05-05|SouthAmerica,Brazil/RO-06/2020,EPI_ISL_514136,2020-05-05,South America,South America,South America,South America,South America,
hCoV-19/BosniaandHerzegovina/ChVir7382/2020|EPI_ISL_462472|2020-04-01|Europe,BosniaandHerzegovina/ChVir7382/2020,EPI_ISL_462472,2020-04-01,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Serbia/KV22-05/2020|EPI_ISL_462435|2020-05-10|Europe,Serbia/KV22-05/2020,EPI_ISL_462435,2020-05-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/BosniaandHerzegovina/ChVir7396/2020|EPI_ISL_462466|2020-04-21|Europe,BosniaandHerzegovina/ChVir7396/2020,EPI_ISL_462466,2020-04-21,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Bangladesh/CHRF-0002/2020|EPI_ISL_468070|2020-04-20|Asia,Bangladesh/CHRF-0002/2020,EPI_ISL_468070,2020-04-20,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Bangladesh/CHRF-0011/2020|EPI_ISL_492028|2020-03-30|Asia,Bangladesh/CHRF-0011/2020,EPI_ISL_492028,2020-03-30,Asia,Asia,Asia,Asia,Asia,
hCoV-19/France/ARA-2221/2020|EPI_ISL_508917|2020-04-08|Europe,France/ARA-2221/2020,EPI_ISL_508917,2020-04-08,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Guangdong/SYSU-IHV/2020|EPI_ISL_444969|2020-04-16|Asia,Guangdong/SYSU-IHV/2020,EPI_ISL_444969,2020-04-16,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Luxembourg/LNS1368952/2020|EPI_ISL_434493|2020-04-11|Europe,Luxembourg/LNS1368952/2020,EPI_ISL_434493,2020-04-11,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Luxembourg/LNS3029697/2020|EPI_ISL_445069|2020-04-26|Europe,Luxembourg/LNS3029697/2020,EPI_ISL_445069,2020-04-26,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Senegal/9369/2020|EPI_ISL_486863|2020-04-25|Africa,Senegal/9369/2020,EPI_ISL_486863,2020-04-25,Africa,Africa,Africa,Africa,Africa,
hCoV-19/CzechRepublic/ChVir1630/2020|EPI_ISL_416742|2020-02-29|Europe,CzechRepublic/ChVir1630/2020,EPI_ISL_416742,2020-02-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Greece/127_HPI/2020|EPI_ISL_430469|2020-02-29|Europe,Greece/127_HPI/2020,EPI_ISL_430469,2020-02-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Brazil/SP-06/2020|EPI_ISL_414015|2020-02-29|SouthAmerica,Brazil/SP-06/2020,EPI_ISL_414015,2020-02-29,South America,South America,South America,South America,South America,
hCoV-19/Brazil/SP-05/2020|EPI_ISL_414016|2020-02-29|SouthAmerica,Brazil/SP-05/2020,EPI_ISL_414016,2020-02-29,South America,South America,South America,South America,South America,
hCoV-19/USA/IN-Lilly-IPB0170-15bc12/2020|EPI_ISL_437458|2020-04-07|NorthAmerica,USA/IN-Lilly-IPB0170-15bc12/2020,EPI_ISL_437458,2020-04-07,North America,USA,Indiana,North America,USA,
hCoV-19/USA/OH-USAFSAM-S042/2020|EPI_ISL_512807|2020-03-26|NorthAmerica,USA/OH-USAFSAM-S042/2020,EPI_ISL_512807,2020-03-26,North America,USA,Ohio,North America,USA,
hCoV-19/USA/IA_6394/2020|EPI_ISL_424865|2020-03-08|NorthAmerica,USA/IA_6394/2020,EPI_ISL_424865,2020-03-08,North America,USA,Iowa,North America,USA,
hCoV-19/USA/IA_6395/2020|EPI_ISL_424896|2020-03-08|NorthAmerica,USA/IA_6395/2020,EPI_ISL_424896,2020-03-08,North America,USA,Iowa,North America,USA,
hCoV-19/Egypt/CUNCI-HGC004/2020|EPI_ISL_468048|2020-05-02|Africa,Egypt/CUNCI-HGC004/2020,EPI_ISL_468048,2020-05-02,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Egypt/CUNCI-HGC005/2020|EPI_ISL_468052|2020-05-02|Africa,Egypt/CUNCI-HGC005/2020,EPI_ISL_468052,2020-05-02,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Netherlands/NA_13/2020|EPI_ISL_415469|2020-03-10|Europe,Netherlands/NA_13/2020,EPI_ISL_415469,2020-03-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/CostaRica/CRV-0022/2020|EPI_ISL_480326|2020-04-01|NorthAmerica,CostaRica/CRV-0022/2020,EPI_ISL_480326,2020-04-01,North America,Costa Rica,Heredia,North America,Costa Rica,
hCoV-19/CostaRica/CRV-0010/2020|EPI_ISL_480314|2020-03-18|NorthAmerica,CostaRica/CRV-0010/2020,EPI_ISL_480314,2020-03-18,North America,Costa Rica,Alajuela,North America,Costa Rica,
hCoV-19/CostaRica/CRV-0008/2020|EPI_ISL_480312|2020-03-18|NorthAmerica,CostaRica/CRV-0008/2020,EPI_ISL_480312,2020-03-18,North America,Costa Rica,Alajuela,North America,Costa Rica,
hCoV-19/NewZealand/20VR0514/2020|EPI_ISL_456161|2020-03-17|Oceania,NewZealand/20VR0514/2020,EPI_ISL_456161,2020-03-17,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/CostaRica/CRV-0009/2020|EPI_ISL_480313|2020-03-18|NorthAmerica,CostaRica/CRV-0009/2020,EPI_ISL_480313,2020-03-18,North America,Costa Rica,Heredia,North America,Costa Rica,
hCoV-19/USA/MA-MGH-00456/2020|EPI_ISL_460383|2020-04-04|NorthAmerica,USA/MA-MGH-00456/2020,EPI_ISL_460383,2020-04-04,North America,USA,Massachusetts,North America,USA,
hCoV-19/PuertoRico/CDC-S19/2020|EPI_ISL_434553|2020-04-01|NorthAmerica,PuertoRico/CDC-S19/2020,EPI_ISL_434553,2020-04-01,North America,USA,Puerto Rico,North America,USA,
hCoV-19/USA/MA-MGH-00458/2020|EPI_ISL_460272|2020-04-04|NorthAmerica,USA/MA-MGH-00458/2020,EPI_ISL_460272,2020-04-04,North America,USA,Massachusetts,North America,USA,
