name,Strain,gisaid_epi_isl,Collection Data,Region,Country,Admin Division,Region of exposure,Country of exposure,Division of exposure
hCoV-19/USA/MA-MGH-00247/2020|EPI_ISL_460213|2020-04-06|NorthAmerica,USA/MA-MGH-00247/2020,EPI_ISL_460213,2020-04-06,North America,USA,Massachusetts,North America,USA,
hCoV-19/Kenya/NIC_248/2020|EPI_ISL_457836|2020-03-23|Africa,Kenya/NIC_248/2020,EPI_ISL_457836,2020-03-23,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Guatemala/CDC-1232/2020|EPI_ISL_509699|2020-03-17|NorthAmerica,Guatemala/CDC-1232/2020,EPI_ISL_509699,2020-03-17,North America,Guatemala,Guatemala,North America,Guatemala,
hCoV-19/Guatemala/CDC-1227/2020|EPI_ISL_509695|2020-03-13|NorthAmerica,Guatemala/CDC-1227/2020,EPI_ISL_509695,2020-03-13,North America,Guatemala,Guatemala,North America,Guatemala,
hCoV-19/Guatemala/CDC-1228/2020|EPI_ISL_509696|2020-03-15|NorthAmerica,Guatemala/CDC-1228/2020,EPI_ISL_509696,2020-03-15,North America,Guatemala,Guatemala,North America,Guatemala,
hCoV-19/Guatemala/CDC-1233/2020|EPI_ISL_509700|2020-03-18|NorthAmerica,Guatemala/CDC-1233/2020,EPI_ISL_509700,2020-03-18,North America,Guatemala,Guatemala,North America,Guatemala,
hCoV-19/Austria/Graz-MUG1/2020|EPI_ISL_437197|2020-03-24|Europe,Austria/Graz-MUG1/2020,EPI_ISL_437197,2020-03-24,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Italy/LOM-UniMI-L493/2020|EPI_ISL_542398|2020-03-21|Europe,Italy/LOM-UniMI-L493/2020,EPI_ISL_542398,2020-03-21,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Austria/Graz-MUG5/2020|EPI_ISL_437201|2020-04-02|Europe,Austria/Graz-MUG5/2020,EPI_ISL_437201,2020-04-02,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Austria/Graz-MUG2/2020|EPI_ISL_437198|2020-03-27|Europe,Austria/Graz-MUG2/2020,EPI_ISL_437198,2020-03-27,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Germany/BE-RKI-Z-0006/2020|EPI_ISL_483141|2020-04-20|Europe,Germany/BE-RKI-Z-0006/2020,EPI_ISL_483141,2020-04-20,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/KS-CDC-4589/2020|EPI_ISL_452114|2020-03-10|NorthAmerica,USA/KS-CDC-4589/2020,EPI_ISL_452114,2020-03-10,North America,USA,Kansas,North America,USA,
hCoV-19/Georgia/Tb-477/2020|EPI_ISL_415642|2020-03-10|Asia,Georgia/Tb-477/2020,EPI_ISL_415642,2020-03-10,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/UT-0344/2020|EPI_ISL_420817|2020-03-24|NorthAmerica,USA/UT-0344/2020,EPI_ISL_420817,2020-03-24,North America,USA,Utah,North America,USA,
hCoV-19/USA/WI-GMF-00857/2020|EPI_ISL_429844|2020-04-09|NorthAmerica,USA/WI-GMF-00857/2020,EPI_ISL_429844,2020-04-09,North America,USA,Iowa,North America,USA,
hCoV-19/USA/OR-UW135/2020|EPI_ISL_416673|2020-03-11|NorthAmerica,USA/OR-UW135/2020,EPI_ISL_416673,2020-03-11,North America,USA,Oregon,North America,USA,
hCoV-19/Denmark/ALAB-SSI-580/2020|EPI_ISL_436979|2020-03-30|Europe,Denmark/ALAB-SSI-580/2020,EPI_ISL_436979,2020-03-30,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/WI-GMF-02381/2020|EPI_ISL_436900|2020-05-04|NorthAmerica,USA/WI-GMF-02381/2020,EPI_ISL_436900,2020-05-04,North America,USA,Iowa,North America,USA,
hCoV-19/USA/MA-MGH-00080/2020|EPI_ISL_460122|2020-03-25|NorthAmerica,USA/MA-MGH-00080/2020,EPI_ISL_460122,2020-03-25,North America,USA,Massachusetts,North America,USA,
hCoV-19/USA/IN-QDX-964/2020|EPI_ISL_571720|2020-03-16|NorthAmerica,USA/IN-QDX-964/2020,EPI_ISL_571720,2020-03-16,North America,USA,Indiana,North America,USA,
hCoV-19/USA/WI-UW-78/2020|EPI_ISL_421336|2020-03-24|NorthAmerica,USA/WI-UW-78/2020,EPI_ISL_421336,2020-03-24,North America,USA,Wisconsin,North America,USA,
hCoV-19/CostaRica/CRV-0012/2020|EPI_ISL_480316|2020-03-11|NorthAmerica,CostaRica/CRV-0012/2020,EPI_ISL_480316,2020-03-11,North America,Costa Rica,Alajuela,North America,USA,Florida
hCoV-19/Moldova/ChVir7776/2020|EPI_ISL_523968|2020-03-11|Europe,Moldova/ChVir7776/2020,EPI_ISL_523968,2020-03-11,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/UT-02543/2020|EPI_ISL_487200|2020-04-24|NorthAmerica,USA/UT-02543/2020,EPI_ISL_487200,2020-04-24,North America,USA,Utah,North America,USA,
hCoV-19/CostaRica/INC-0052/2020|EPI_ISL_512658|2020-03-21|NorthAmerica,CostaRica/INC-0052/2020,EPI_ISL_512658,2020-03-21,North America,Costa Rica,Puntarenas,North America,Costa Rica,
hCoV-19/USA/MA-MGH-00544/2020|EPI_ISL_460138|2020-03-20|NorthAmerica,USA/MA-MGH-00544/2020,EPI_ISL_460138,2020-03-20,North America,USA,Massachusetts,North America,USA,
hCoV-19/USA/MO-QDX-535/2020|EPI_ISL_571386|2020-03-18|NorthAmerica,USA/MO-QDX-535/2020,EPI_ISL_571386,2020-03-18,North America,USA,Missouri,North America,USA,
hCoV-19/USA/KS-QDX-523/2020|EPI_ISL_571307|2020-03-18|NorthAmerica,USA/KS-QDX-523/2020,EPI_ISL_571307,2020-03-18,North America,USA,Kansas,North America,USA,
hCoV-19/USA/IN-QDX-963/2020|EPI_ISL_571719|2020-03-17|NorthAmerica,USA/IN-QDX-963/2020,EPI_ISL_571719,2020-03-17,North America,USA,Indiana,North America,USA,
hCoV-19/Germany/BE-RKI-Z-0017/2020|EPI_ISL_483151|2020-04-28|Europe,Germany/BE-RKI-Z-0017/2020,EPI_ISL_483151,2020-04-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/CostaRica/CRV-0024/2020|EPI_ISL_480328|2020-04-06|NorthAmerica,CostaRica/CRV-0024/2020,EPI_ISL_480328,2020-04-06,North America,Costa Rica,San Jose,North America,USA,USA
hCoV-19/Uganda/UG020/2020|EPI_ISL_451202|2020-05-01|Africa,Uganda/UG020/2020,EPI_ISL_451202,2020-05-01,Africa,Africa,Africa,Africa,Africa,
hCoV-19/NewZealand/20VR3128/2020|EPI_ISL_579426|2020-05-01|Oceania,NewZealand/20VR3128/2020,EPI_ISL_579426,2020-05-01,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/SouthAfrica/KRISP-0041/2020|EPI_ISL_467443|2020-03-25|Africa,SouthAfrica/KRISP-0041/2020,EPI_ISL_467443,2020-03-25,Africa,Africa,Africa,Africa,Africa,
hCoV-19/USA/ID-UW-3196/2020|EPI_ISL_490992|2020-03-26|NorthAmerica,USA/ID-UW-3196/2020,EPI_ISL_490992,2020-03-26,North America,USA,Idaho,North America,USA,
hCoV-19/USA/UT-0347/2020|EPI_ISL_420820|2020-03-25|NorthAmerica,USA/UT-0347/2020,EPI_ISL_420820,2020-03-25,North America,USA,Utah,North America,USA,
hCoV-19/Mexico/GRO-InDRE-24/2020|EPI_ISL_493339|2020-05-04|NorthAmerica,Mexico/GRO-InDRE-24/2020,EPI_ISL_493339,2020-05-04,North America,Mexico,Guerrero,North America,Mexico,
hCoV-19/USA/MI-MDHHS-SC20772/2020|EPI_ISL_471793|2020-04-22|NorthAmerica,USA/MI-MDHHS-SC20772/2020,EPI_ISL_471793,2020-04-22,North America,USA,Michigan,North America,USA,
hCoV-19/CzechRepublic/IAB_21/2020|EPI_ISL_426895|2020-03-27|Europe,CzechRepublic/IAB_21/2020,EPI_ISL_426895,2020-03-27,Europe,Europe,Europe,Europe,Europe,
hCoV-19/SouthAfrica/KRISP-0040/2020|EPI_ISL_467442|2020-03-27|Africa,SouthAfrica/KRISP-0040/2020,EPI_ISL_467442,2020-03-27,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Serbia/KV27-04/2020|EPI_ISL_462437|2020-04-23|Europe,Serbia/KV27-04/2020,EPI_ISL_462437,2020-04-23,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Colombia/CUN-INS-96791/2020|EPI_ISL_498167|2020-04-03|SouthAmerica,Colombia/CUN-INS-96791/2020,EPI_ISL_498167,2020-04-03,South America,South America,South America,South America,South America,
hCoV-19/Colombia/COR-INS-95319/2020|EPI_ISL_498163|2020-04-01|SouthAmerica,Colombia/COR-INS-95319/2020,EPI_ISL_498163,2020-04-01,South America,South America,South America,South America,South America,
hCoV-19/SouthAfrica/KRISP-0119/2020|EPI_ISL_467471|2020-04-01|Africa,SouthAfrica/KRISP-0119/2020,EPI_ISL_467471,2020-04-01,Africa,Africa,Africa,Africa,Africa,
hCoV-19/USA/UT-UPHL-03756/2020|EPI_ISL_575106|2020-03-31|NorthAmerica,USA/UT-UPHL-03756/2020,EPI_ISL_575106,2020-03-31,North America,USA,Utah,North America,USA,
hCoV-19/SaudiArabia/KAUST-Jeddah61/2020|EPI_ISL_437754|2020-03-30|Asia,SaudiArabia/KAUST-Jeddah61/2020,EPI_ISL_437754,2020-03-30,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SouthAfrica/KRISP-0115/2020|EPI_ISL_467468|2020-04-04|Africa,SouthAfrica/KRISP-0115/2020,EPI_ISL_467468,2020-04-04,Africa,Africa,Africa,Africa,Africa,
hCoV-19/SouthAfrica/KRISP-0017/2020|EPI_ISL_467433|2020-04-03|Africa,SouthAfrica/KRISP-0017/2020,EPI_ISL_467433,2020-04-03,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Nigeria/ED48-CV193/2020|EPI_ISL_527885|2020-04-26|Africa,Nigeria/ED48-CV193/2020,EPI_ISL_527885,2020-04-26,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Uganda/UG015/2020|EPI_ISL_451197|2020-04-27|Africa,Uganda/UG015/2020,EPI_ISL_451197,2020-04-27,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Switzerland/BE-ETHZ-130004/2020|EPI_ISL_467000|2020-05-05|Europe,Switzerland/BE-ETHZ-130004/2020,EPI_ISL_467000,2020-05-05,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Egypt/CUNCI-HGC015/2020|EPI_ISL_468056|2020-05-02|Africa,Egypt/CUNCI-HGC015/2020,EPI_ISL_468056,2020-05-02,Africa,Africa,Africa,Africa,Africa,
hCoV-19/CzechRepublic/NRL-6847-2/2020|EPI_ISL_584073|2020-05-10|Europe,CzechRepublic/NRL-6847-2/2020,EPI_ISL_584073,2020-05-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/DominicanRepublic/ICGEB_UNIBE022/2020|EPI_ISL_525467|2020-05-05|NorthAmerica,DominicanRepublic/ICGEB_UNIBE022/2020,EPI_ISL_525467,2020-05-05,North America,Dominican Republic,Dominican Republic,North America,Dominican Republic,
hCoV-19/USA/IA_6399/2020|EPI_ISL_424898|2020-03-08|NorthAmerica,USA/IA_6399/2020,EPI_ISL_424898,2020-03-08,North America,USA,Iowa,North America,USA,
hCoV-19/USA/IA_6401/2020|EPI_ISL_424897|2020-03-08|NorthAmerica,USA/IA_6401/2020,EPI_ISL_424897,2020-03-08,North America,USA,Iowa,North America,USA,
hCoV-19/USA/IA_6396/2020|EPI_ISL_424895|2020-03-08|NorthAmerica,USA/IA_6396/2020,EPI_ISL_424895,2020-03-08,North America,USA,Iowa,North America,USA,
hCoV-19/USA/DC-CDC-0019/2020|EPI_ISL_447840|2020-03-08|NorthAmerica,USA/DC-CDC-0019/2020,EPI_ISL_447840,2020-03-08,North America,USA,Washington DC,North America,USA,
hCoV-19/USA/AK-PHL092/2020|EPI_ISL_427619|2020-04-02|NorthAmerica,USA/AK-PHL092/2020,EPI_ISL_427619,2020-04-02,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL002/2020|EPI_ISL_420303|2020-03-15|NorthAmerica,USA/AK-PHL002/2020,EPI_ISL_420303,2020-03-15,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL010/2020|EPI_ISL_431013|2020-03-17|NorthAmerica,USA/AK-PHL010/2020,EPI_ISL_431013,2020-03-17,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL013/2020|EPI_ISL_431015|2020-03-19|NorthAmerica,USA/AK-PHL013/2020,EPI_ISL_431015,2020-03-19,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL097/2020|EPI_ISL_492057|2020-04-02|NorthAmerica,USA/AK-PHL097/2020,EPI_ISL_492057,2020-04-02,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL036/2020|EPI_ISL_492049|2020-03-22|NorthAmerica,USA/AK-PHL036/2020,EPI_ISL_492049,2020-03-22,North America,USA,Alaska,North America,USA,
hCoV-19/USA/OK-QDX-750/2020|EPI_ISL_571552|2020-03-16|NorthAmerica,USA/OK-QDX-750/2020,EPI_ISL_571552,2020-03-16,North America,USA,Oklahoma,North America,USA,
hCoV-19/Luxembourg/LNS5358505/2020|EPI_ISL_429735|2020-03-20|Europe,Luxembourg/LNS5358505/2020,EPI_ISL_429735,2020-03-20,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Vietnam/VNHN_0897/2020|EPI_ISL_511894|2020-03-16|Asia,Vietnam/VNHN_0897/2020,EPI_ISL_511894,2020-03-16,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/UT-0510/2020|EPI_ISL_430057|2020-04-03|NorthAmerica,USA/UT-0510/2020,EPI_ISL_430057,2020-04-03,North America,USA,Utah,North America,USA,
hCoV-19/USA/UT-02846/2020|EPI_ISL_513655|2020-04-29|NorthAmerica,USA/UT-02846/2020,EPI_ISL_513655,2020-04-29,North America,USA,Utah,North America,USA,
hCoV-19/USA/UT-02429/2020|EPI_ISL_470677|2020-04-21|NorthAmerica,USA/UT-02429/2020,EPI_ISL_470677,2020-04-21,North America,USA,Utah,North America,USA,
hCoV-19/USA/WY-WYPHL-00081/2020|EPI_ISL_462973|2020-03-29|NorthAmerica,USA/WY-WYPHL-00081/2020,EPI_ISL_462973,2020-03-29,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/VI-CDC-3810/2020|EPI_ISL_450804|2020-04-03|NorthAmerica,USA/VI-CDC-3810/2020,EPI_ISL_450804,2020-04-03,North America,USA,Virgin Islands,North America,USA,
hCoV-19/France/ARA-09193/2020|EPI_ISL_508878|2020-03-15|Europe,France/ARA-09193/2020,EPI_ISL_508878,2020-03-15,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/CA-CZB-2080/2020|EPI_ISL_486323|2020-05-04|NorthAmerica,USA/CA-CZB-2080/2020,EPI_ISL_486323,2020-05-04,North America,USA,California,North America,USA,
hCoV-19/USA/CA-CZB-2084/2020|EPI_ISL_486327|2020-05-04|NorthAmerica,USA/CA-CZB-2084/2020,EPI_ISL_486327,2020-05-04,North America,USA,California,North America,USA,
hCoV-19/USA/CT-Yale-068/2020|EPI_ISL_428386|2020-04-03|NorthAmerica,USA/CT-Yale-068/2020,EPI_ISL_428386,2020-04-03,North America,USA,Connecticut,North America,USA,
hCoV-19/England/OXON-AC90B/2020|EPI_ISL_448493|2020-04-06|Europe,England/OXON-AC90B/2020,EPI_ISL_448493,2020-04-06,Europe,Europe,Europe,Europe,Europe,
hCoV-19/SouthKorea/KCDC2140/2020|EPI_ISL_498041|2020-03-19|Asia,SouthKorea/KCDC2140/2020,EPI_ISL_498041,2020-03-19,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Canada/ON-S97/2020|EPI_ISL_586506|2020-03-21|NorthAmerica,Canada/ON-S97/2020,EPI_ISL_586506,2020-03-21,North America,Canada,Ontario,North America,Canada,
hCoV-19/Singapore/295/2020|EPI_ISL_462413|2020-04-07|Asia,Singapore/295/2020,EPI_ISL_462413,2020-04-07,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SouthKorea/KCDC2179/2020|EPI_ISL_506973|2020-03-24|Asia,SouthKorea/KCDC2179/2020,EPI_ISL_506973,2020-03-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/TX-HMH0398/2020|EPI_ISL_434985|2020-03-31|NorthAmerica,USA/TX-HMH0398/2020,EPI_ISL_434985,2020-03-31,North America,USA,Texas,North America,USA,
hCoV-19/USA/WI-UW-107/2020|EPI_ISL_425164|2020-03-31|NorthAmerica,USA/WI-UW-107/2020,EPI_ISL_425164,2020-03-31,North America,USA,Wisconsin,North America,USA,
hCoV-19/Moldova/ChVir7777/2020|EPI_ISL_523966|2020-03-12|Europe,Moldova/ChVir7777/2020,EPI_ISL_523966,2020-03-12,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/IN-QDX-85/2020|EPI_ISL_468575|2020-03-12|NorthAmerica,USA/IN-QDX-85/2020,EPI_ISL_468575,2020-03-12,North America,USA,Indiana,North America,USA,
hCoV-19/USA/MN58-MDH58/2020|EPI_ISL_417502|2020-03-14|NorthAmerica,USA/MN58-MDH58/2020,EPI_ISL_417502,2020-03-14,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/UT-089/2020|EPI_ISL_420803|2020-03-12|NorthAmerica,USA/UT-089/2020,EPI_ISL_420803,2020-03-12,North America,USA,Utah,North America,USA,
hCoV-19/USA/MI-MDHHS-SC20300/2020|EPI_ISL_447097|2020-03-12|NorthAmerica,USA/MI-MDHHS-SC20300/2020,EPI_ISL_447097,2020-03-12,North America,USA,Michigan,North America,USA,
hCoV-19/USA/IN-Lilly-IPB0170-15bc11/2020|EPI_ISL_437456|2020-04-06|NorthAmerica,USA/IN-Lilly-IPB0170-15bc11/2020,EPI_ISL_437456,2020-04-06,North America,USA,Indiana,North America,USA,
hCoV-19/USA/FL-BPHL-0706/2020|EPI_ISL_509764|2020-03-27|NorthAmerica,USA/FL-BPHL-0706/2020,EPI_ISL_509764,2020-03-27,North America,USA,Florida,North America,USA,
hCoV-19/Uganda/UG019/2020|EPI_ISL_451201|2020-04-30|Africa,Uganda/UG019/2020,EPI_ISL_451201,2020-04-30,Africa,Africa,Africa,Africa,Africa,
hCoV-19/USA/CT-Yale-314/2020|EPI_ISL_476542|2020-03-31|NorthAmerica,USA/CT-Yale-314/2020,EPI_ISL_476542,2020-03-31,North America,USA,Connecticut,North America,USA,
hCoV-19/Kenya/C1292/2020|EPI_ISL_457856|2020-04-20|Africa,Kenya/C1292/2020,EPI_ISL_457856,2020-04-20,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Panama/339756/2020|EPI_ISL_496900|2020-04-12|NorthAmerica,Panama/339756/2020,EPI_ISL_496900,2020-04-12,North America,Panama,Colon,North America,Panama,
hCoV-19/USA/FL-BPHL-0590/2020|EPI_ISL_508794|2020-03-24|NorthAmerica,USA/FL-BPHL-0590/2020,EPI_ISL_508794,2020-03-24,North America,USA,Florida,North America,USA,
hCoV-19/USA/ME-HETL-J0087/2020|EPI_ISL_513496|2020-03-19|NorthAmerica,USA/ME-HETL-J0087/2020,EPI_ISL_513496,2020-03-19,North America,USA,Maine,North America,USA,
hCoV-19/USA/IL-NM0125/2020|EPI_ISL_444607|2020-03-21|NorthAmerica,USA/IL-NM0125/2020,EPI_ISL_444607,2020-03-21,North America,USA,Illinois,North America,USA,
hCoV-19/USA/IL-QDX-1098/2020|EPI_ISL_571842|2020-03-19|NorthAmerica,USA/IL-QDX-1098/2020,EPI_ISL_571842,2020-03-19,North America,USA,Illinois,North America,USA,
hCoV-19/USA/ME-HETL-J0019/2020|EPI_ISL_513432|2020-03-13|NorthAmerica,USA/ME-HETL-J0019/2020,EPI_ISL_513432,2020-03-13,North America,USA,Maine,North America,USA,
hCoV-19/USA/ME-HETL-J0024/2020|EPI_ISL_513436|2020-03-15|NorthAmerica,USA/ME-HETL-J0024/2020,EPI_ISL_513436,2020-03-15,North America,USA,Maine,North America,USA,
hCoV-19/USA/UT-QDX-132/2020|EPI_ISL_467913|2020-03-13|NorthAmerica,USA/UT-QDX-132/2020,EPI_ISL_467913,2020-03-13,North America,USA,Utah,North America,USA,
hCoV-19/Croatia/OY-S1new/2020|EPI_ISL_454574|2020-04-09|Europe,Croatia/OY-S1new/2020,EPI_ISL_454574,2020-04-09,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Croatia/LG-S2new/2020|EPI_ISL_468591|2020-04-10|Europe,Croatia/LG-S2new/2020,EPI_ISL_468591,2020-04-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Croatia/AU-S10new/2020|EPI_ISL_468656|2020-04-09|Europe,Croatia/AU-S10new/2020,EPI_ISL_468656,2020-04-09,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Cuba/USAFSAM-S031/2020|EPI_ISL_513313|2020-03-24|NorthAmerica,Cuba/USAFSAM-S031/2020,EPI_ISL_513313,2020-03-24,North America,Cuba,Cuba,North America,Cuba,
hCoV-19/Cuba/USAFSAM-S030/2020|EPI_ISL_513312|2020-03-19|NorthAmerica,Cuba/USAFSAM-S030/2020,EPI_ISL_513312,2020-03-19,North America,Cuba,Cuba,North America,Cuba,
hCoV-19/USA/WI-UW-81/2020|EPI_ISL_421340|2020-03-25|NorthAmerica,USA/WI-UW-81/2020,EPI_ISL_421340,2020-03-25,North America,USA,Wisconsin,North America,USA,
hCoV-19/USA/IN-QDX-192/2020|EPI_ISL_494520|2020-04-29|NorthAmerica,USA/IN-QDX-192/2020,EPI_ISL_494520,2020-04-29,North America,USA,Indiana,North America,USA,
hCoV-19/USA/IN-QDX-184/2020|EPI_ISL_494519|2020-04-28|NorthAmerica,USA/IN-QDX-184/2020,EPI_ISL_494519,2020-04-28,North America,USA,Indiana,North America,USA,
hCoV-19/USA/IL-UW-357/2020|EPI_ISL_450711|2020-04-14|NorthAmerica,USA/IL-UW-357/2020,EPI_ISL_450711,2020-04-14,North America,USA,Illinois,North America,USA,
hCoV-19/USA/WI-WSLH-200148/2020|EPI_ISL_578375|2020-03-13|NorthAmerica,USA/WI-WSLH-200148/2020,EPI_ISL_578375,2020-03-13,North America,USA,Wisconsin,North America,USA,
hCoV-19/Nigeria/KW017-CV24/2020|EPI_ISL_455362|2020-04-10|Africa,Nigeria/KW017-CV24/2020,EPI_ISL_455362,2020-04-10,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Egypt/MASRI-014/2020|EPI_ISL_482765|2020-04-30|Africa,Egypt/MASRI-014/2020,EPI_ISL_482765,2020-04-30,Africa,Africa,Africa,Africa,Africa,
hCoV-19/SaudiArabia/627/2020|EPI_ISL_490008|2020-02-23|Asia,SaudiArabia/627/2020,EPI_ISL_490008,2020-02-23,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SaudiArabia/656/2020|EPI_ISL_490010|2020-02-26|Asia,SaudiArabia/656/2020,EPI_ISL_490010,2020-02-26,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SaudiArabia/671/2020|EPI_ISL_490011|2020-02-27|Asia,SaudiArabia/671/2020,EPI_ISL_490011,2020-02-27,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Egypt/NRC-03/2020|EPI_ISL_430819|2020-03-18|Africa,Egypt/NRC-03/2020,EPI_ISL_430819,2020-03-18,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Indonesia/JI-ITD-7061V/2020|EPI_ISL_529966|2020-05-05|Asia,Indonesia/JI-ITD-7061V/2020,EPI_ISL_529966,2020-05-05,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/NV-QDX-540/2020|EPI_ISL_571392|2020-03-18|NorthAmerica,USA/NV-QDX-540/2020,EPI_ISL_571392,2020-03-18,North America,USA,Nevada,North America,USA,
hCoV-19/USA/TX-HMH011/2020|EPI_ISL_434722|2020-03-13|NorthAmerica,USA/TX-HMH011/2020,EPI_ISL_434722,2020-03-13,North America,USA,Texas,North America,USA,
hCoV-19/USA/PA-MGEL137/2020|EPI_ISL_454401|2020-04-05|NorthAmerica,USA/PA-MGEL137/2020,EPI_ISL_454401,2020-04-05,North America,USA,Pennsylvania,North America,USA,
hCoV-19/USA/LA-EVTL07/2020|EPI_ISL_435040|2020-04-15|NorthAmerica,USA/LA-EVTL07/2020,EPI_ISL_435040,2020-04-15,North America,USA,Louisiana,North America,USA,
hCoV-19/Canada/NL_82/2020|EPI_ISL_469224|2020-03-22|NorthAmerica,Canada/NL_82/2020,EPI_ISL_469224,2020-03-22,North America,Canada,Newfoundland and Labrador,North America,Canada,
hCoV-19/NewZealand/20VR1779/2020|EPI_ISL_456248|2020-03-26|Oceania,NewZealand/20VR1779/2020,EPI_ISL_456248,2020-03-26,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/Canada/MB_80/2020|EPI_ISL_482484|2020-03-13|NorthAmerica,Canada/MB_80/2020,EPI_ISL_482484,2020-03-13,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/NJ-QDX-123/2020|EPI_ISL_467874|2020-03-13|NorthAmerica,USA/NJ-QDX-123/2020,EPI_ISL_467874,2020-03-13,North America,USA,New Jersey,North America,USA,
hCoV-19/Panama/334456/2020|EPI_ISL_496780|2020-03-20|NorthAmerica,Panama/334456/2020,EPI_ISL_496780,2020-03-20,North America,Panama,Colon,North America,Panama,
hCoV-19/USA/OR-OHSU-0235/2020|EPI_ISL_509077|2020-04-04|NorthAmerica,USA/OR-OHSU-0235/2020,EPI_ISL_509077,2020-04-04,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-PROV-108/2020|EPI_ISL_482376|2020-04-23|NorthAmerica,USA/OR-PROV-108/2020,EPI_ISL_482376,2020-04-23,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-PROV-120/2020|EPI_ISL_482384|2020-04-27|NorthAmerica,USA/OR-PROV-120/2020,EPI_ISL_482384,2020-04-27,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-PROV-081/2020|EPI_ISL_482354|2020-04-18|NorthAmerica,USA/OR-PROV-081/2020,EPI_ISL_482354,2020-04-18,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-PROV-078/2020|EPI_ISL_482351|2020-04-17|NorthAmerica,USA/OR-PROV-078/2020,EPI_ISL_482351,2020-04-17,North America,USA,Oregon,North America,USA,
hCoV-19/Latvia/05/2020|EPI_ISL_426285|2020-03-30|Europe,Latvia/05/2020,EPI_ISL_426285,2020-03-30,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/VA-DCLS-0467/2020|EPI_ISL_526775|2020-05-06|NorthAmerica,USA/VA-DCLS-0467/2020,EPI_ISL_526775,2020-05-06,North America,USA,Virginia,North America,USA,
hCoV-19/Turkey/GLAB-CoV196/2020|EPI_ISL_480280|2020-05-06|Europe,Turkey/GLAB-CoV196/2020,EPI_ISL_480280,2020-05-06,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Turkey/GLAB-CoV153/2020|EPI_ISL_480252|2020-05-02|Europe,Turkey/GLAB-CoV153/2020,EPI_ISL_480252,2020-05-02,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/OH_0020/2020|EPI_ISL_426431|2020-03-07|NorthAmerica,USA/OH_0020/2020,EPI_ISL_426431,2020-03-07,North America,USA,Ohio,North America,USA,
hCoV-19/Lebanon/S1_758/2020|EPI_ISL_450508|2020-03-04|Asia,Lebanon/S1_758/2020,EPI_ISL_450508,2020-03-04,Asia,Asia,Asia,Africa,Africa,Africa
